genre, spectral_rolloff_mean, mfcc_1_mean, spectral_centroids, tempo
classical, 3366.6405343677493, 122.12508, 1803.800200335076, 123.046875
classical, 2474.902796911253, 148.35321, 1322.7344268727697, 151.99908088235293
classical, 2809.8082221577724, 135.9327, 1474.7414794976396, 92.28515625
classical, 749.7401686666183, 180.18097, 690.5300405312647, 99.38401442307692
classical, 1875.6785523310614, 145.66858, 1118.450246121639, 117.45383522727273
classical, 1014.0839685143561, 172.78943, 829.0091477951953, 123.046875
classical, 1008.455026011456, 175.105, 795.5192461669669, 135.99917763157896
classical, 1992.7705485970127, 143.48242, 1117.675441354472, 143.5546875
classical, 2813.4220698593385, 130.26003, 1559.9200748058706, 161.4990234375
classical, 2443.7437690327724, 136.29433, 1349.5622465655813, 117.45383522727273
classical, 2522.165929524362, 134.57176, 1355.7633127675824, 151.99908088235293
classical, 2616.092662412993, 136.43422, 1397.3892884939066, 143.5546875
classical, 2477.151043177204, 138.97086, 1285.3702594238277, 117.45383522727273
classical, 2105.465974387326, 152.84921, 1211.8707246042645, 129.19921875
classical, 2568.9211250181265, 143.90283, 1360.1636476762342, 161.4990234375
classical, 2235.3896280452436, 138.53171, 1171.477078803794, 117.45383522727273
classical, 2523.0652280307427, 149.72977, 1340.8675515904304, 117.45383522727273
classical, 1236.4605047310035, 155.32089, 812.1207958821843, 161.4990234375
classical, 1038.6731211934455, 173.31636, 715.8536806386742, 135.99917763157896
classical, 1159.412272513051, 170.93153, 790.5070052979679, 107.666015625
country, 6221.38434516059, 70.25588, 2798.0656266251635, 161.4990234375
country, 6279.551664914443, 62.724636, 2938.1313051156862, 129.19921875
country, 5190.094610091744, 79.22588, 2308.811438098025, 161.4990234375
country, 4348.07370779315, 95.76648, 2174.1604935047117, 161.4990234375
country, 6349.4199392596265, 62.950428, 2966.1571589936843, 117.45383522727273
country, 6177.674360999856, 62.440266, 2926.5329167282443, 129.19921875
country, 6023.044502707776, 71.15687, 2807.9125120088343, 112.34714673913044
country, 6400.052966421972, 64.90752, 2898.787368032488, 103.359375
country, 5480.083979104424, 76.64637, 2505.851670781852, 129.19921875
country, 6926.771206325955, 58.997505, 3191.2596105890007, 123.046875
country, 3769.3680553037993, 106.49648, 1861.4546090166984, 123.046875
country, 6047.924011655307, 61.146397, 2839.25842945996, 112.34714673913044
country, 3439.733518525232, 123.921104, 1667.5169597765603, 89.10290948275862
country, 6061.51341130728, 77.6602, 2811.872177544087, 129.19921875
country, 6570.3581559962295, 72.49065, 2952.9885811173413, 135.99917763157896
country, 4208.1924190654, 111.75399, 1958.9864228599774, 151.99908088235293
country, 2880.8278236477668, 139.62177, 1426.0207482117, 107.666015625
country, 2967.8432809781034, 137.33298, 1470.2190431491572, 89.10290948275862
country, 4098.677845399507, 102.98625, 2068.869796587892, 86.1328125
country, 2118.197709723028, 163.07938, 1138.970375102019, 123.046875
country, 5212.450718713747, 74.76473, 2407.9531761672592, 103.359375
country, 1947.6307596795243, 167.1017, 1044.7200862613543, 107.666015625
country, 3449.9672024543215, 114.25745, 1719.4714520311265, 95.703125
country, 3053.293292760296, 110.67462, 1495.5580556268485, 83.35433467741936
country, 3424.7701905996228, 109.140465, 1738.8802794251512, 129.19921875
country, 3188.704332674739, 119.69184, 1565.155663257242, 143.5546875
country, 2498.1929628589037, 151.79347, 1270.301226914328, 107.666015625
country, 3907.7517763921114, 106.98421, 2011.7251476004385, 92.28515625
country, 2925.9676125652554, 132.78679, 1474.2739870616333, 89.10290948275862
country, 2274.3092689602668, 160.48726, 1214.2001323890852, 89.10290948275862
country, 2413.3841176044084, 128.25293, 1240.7101460307977, 161.4990234375
country, 4094.547733740574, 104.1242, 2053.1842219986365, 112.34714673913044
country, 4016.0006706786544, 97.7333, 1823.2405420958114, 99.38401442307692
country, 4914.87450832004, 78.98, 2456.7182165816203, 92.28515625
country, 5435.626631380511, 83.66914, 2614.3440997684415, 135.99917763157896
country, 4580.651883791328, 95.35442, 2321.8879492685483, 99.38401442307692
country, 3647.521434527262, 97.738594, 1827.8001725934416, 112.34714673913044
country, 4232.98974269504, 105.07096, 2068.662126290897, 99.38401442307692
country, 6246.1527176080335, 74.18071, 2860.0275833530027, 151.99908088235293
country, 7442.153116389936, 36.282784, 3760.408113053086, 123.046875
country, 5042.957930775087, 85.338524, 2449.7536777060777, 143.5546875
country, 5808.127730296549, 82.249146, 2634.223606489956, 129.19921875
country, 5391.869097574681, 84.11575, 2387.97203880899, 103.359375
country, 5070.286613163428, 85.44992, 2530.4998439482647, 135.99917763157896
country, 3359.5210878589037, 119.890144, 1729.7885870910534, 151.99908088235293
country, 5622.539164461282, 71.25142, 2777.4882405051285, 151.99908088235293
country, 3843.893255601073, 103.49357, 2109.417730689385, 151.99908088235293
country, 3556.0594456931553, 117.90447, 1784.0387310049896, 151.99908088235293
country, 4126.805904237964, 107.2436, 1939.8088633748253, 117.45383522727273
country, 3006.7296145410382, 134.77678, 1599.911202685332, 112.34714673913044
country, 3875.043956641531, 121.874374, 1780.2063536153103, 117.45383522727273
country, 3167.3210126341355, 121.91709, 1553.0252624967882, 129.19921875
country, 2347.685365610499, 138.86661, 1115.6797010252174, 112.34714673913044
country, 4957.865973027842, 100.969574, 2271.8519286411943, 89.10290948275862
country, 3907.9599473426624, 115.713554, 1654.409423776694, 75.99954044117646
country, 4111.442888087297, 122.53113, 1881.2205095617792, 129.19921875
country, 3212.660645664153, 123.44315, 1468.4574659783877, 129.19921875
country, 3791.309273491879, 121.520035, 1741.8884862826521, 135.99917763157896
country, 4165.017763921113, 120.435974, 1796.7119762329237, 112.34714673913044
country, 3510.478334360499, 120.51211, 1535.405936256092, 135.99917763157896
country, 3070.4965401138343, 130.10803, 1373.628372500732, 69.83741554054055
country, 3101.2558797672564, 135.86916, 1397.8552412349427, 123.046875
country, 4793.95216656395, 109.18758, 2166.6058738727033, 89.10290948275862
country, 3657.9216552167923, 118.49516, 1614.587918187712, 83.35433467741936
country, 3237.6494865683003, 128.37341, 1511.6824075794034, 135.99917763157896
country, 1639.8291921947505, 163.07423, 894.5392325301327, 123.046875
country, 3244.6606841828598, 135.68375, 1701.9620057889872, 112.34714673913044
country, 1446.105305611949, 167.03047, 858.1117097118614, 129.19921875
country, 2216.987316016531, 157.29971, 1131.0769030321612, 161.4990234375
country, 2755.833658098898, 136.18945, 1327.7101968688287, 112.34714673913044
country, 4048.308802204176, 117.57579, 1934.7410487910734, 112.34714673913044
country, 2422.3354684781034, 155.27069, 1261.4987366751002, 143.5546875
country, 3556.5090949463456, 131.92442, 1711.3330130756567, 151.99908088235293
country, 3289.384131199246, 132.4709, 1548.9063873637622, 151.99908088235293
country, 3117.7596727269433, 130.93799, 1534.0502232319084, 135.99917763157896
country, 4840.865571980134, 105.47954, 2187.1340254846773, 95.703125
country, 2589.8631226435614, 159.79948, 1321.6158527095802, 143.5546875
country, 2922.4536869199537, 152.95572, 1513.070955011675, 92.28515625
country, 2223.7570353284514, 150.1164, 1144.8885616291877, 129.19921875
country, 1754.931074173434, 180.33003, 963.6542370411191, 80.74951171875
disco, 4889.646293275712, 94.025856, 2298.1112240567795, 117.45383522727273
disco, 6522.435342111895, 51.860497, 3292.704549878069, 117.45383522727273
disco, 8074.817942466648, 57.173717, 3592.2181145867817, 112.34714673913044
disco, 6206.430158943966, 52.32051, 3045.783197240785, 129.19921875
disco, 7195.770306155742, 64.49134, 3328.4809117165955, 123.046875
disco, 5472.246935614224, 73.69842, 2722.8382056047735, 107.666015625
disco, 5506.662886546549, 65.19933, 2848.395241985928, 123.046875
disco, 6098.201459632395, 56.165604, 3099.082005849926, 129.19921875
disco, 5445.952622059036, 65.03629, 2801.719944106093, 123.046875
disco, 5955.0381335194315, 63.117622, 3016.9654959671584, 129.19921875
disco, 5865.166570747535, 61.12943, 2877.4074655436298, 107.666015625
disco, 6864.145655089907, 62.78868, 3132.9752097469195, 95.703125
disco, 5710.012308756511, 68.42821, 2737.358914673473, 112.34714673913044
disco, 7203.947261093387, 56.219803, 3391.3650850232443, 89.10290948275862
disco, 6530.043847051567, 61.220757, 3087.483970853388, 103.359375
disco, 5439.756743039443, 103.70078, 2362.4116318966007, 123.046875
disco, 5334.772696659483, 83.80528, 2520.434661747475, 123.046875
disco, 5388.221942521027, 92.406166, 2564.2888412274115, 123.046875
disco, 6837.516427095417, 71.74661, 3043.1123946763596, 123.046875
disco, 4198.641535854118, 109.33905, 2117.6008935704253, 117.45383522727273
disco, 4349.140806264501, 105.871155, 2116.937132007475, 161.4990234375
disco, 7422.743256960557, 70.42093, 3248.710113626103, 107.666015625
disco, 7808.475701493619, 46.87051, 3708.1110849955126, 123.046875
disco, 6730.133523963167, 60.0426, 3167.5553238891907, 112.34714673913044
disco, 5605.777239522912, 83.07227, 2624.814629146055, 129.19921875
disco, 5080.412048198231, 90.155014, 2410.17299144527, 123.046875
disco, 6612.500283225783, 66.35393, 3043.44261890053, 117.45383522727273
disco, 6348.173137054089, 60.623177, 2908.67464508436, 112.34714673913044
disco, 7728.130041418938, 53.692123, 3715.1863608882204, 123.046875
disco, 6847.716803672419, 68.86752, 3075.0244878578837, 103.359375
disco, 6935.539964290893, 63.94863, 3167.957019535548, 135.99917763157896
disco, 6681.488136238399, 58.33059, 3256.824592073175, 123.046875
disco, 4958.0408366263055, 86.98849, 2446.973203805007, 112.34714673913044
disco, 5023.3482272331785, 86.559784, 2450.056640885936, 129.19921875
disco, 7835.304773600638, 52.818348, 3653.6600399416443, 129.19921875
disco, 7702.866414860064, 55.671803, 3623.47282265526, 123.046875
disco, 7057.02020419446, 57.342735, 3347.8914159725437, 135.99917763157896
disco, 7770.988276718387, 52.05681, 3637.157091722293, 129.19921875
disco, 7042.789638014791, 52.192024, 3353.4041591983114, 123.046875
disco, 4866.670443010441, 91.06335, 2328.0941748431023, 112.34714673913044
disco, 5354.906263594838, 80.05325, 2606.2991274506444, 135.99917763157896
disco, 3874.369482761746, 116.833405, 1776.2078695953194, 161.4990234375
disco, 4900.7438641966355, 92.05891, 2403.5943006159314, 107.666015625
disco, 6020.828480731583, 77.844574, 2875.4360880726217, 129.19921875
disco, 4644.4354630401685, 97.73015, 2330.184617913994, 123.046875
disco, 4609.5460117278135, 106.47955, 2248.03051014649, 123.046875
disco, 4889.502632866879, 101.78744, 2259.6134225197134, 123.046875
disco, 3238.8652049195184, 120.81254, 1710.975033885531, 117.45383522727273
disco, 4986.227183330917, 80.18619, 2617.495747563951, 99.38401442307692
disco, 4920.578392365139, 98.66788, 2396.9886992287784, 123.046875
disco, 5006.06171149942, 101.74323, 2376.0247896611013, 107.666015625
disco, 5370.86048524507, 89.39314, 2650.733012326573, 107.666015625
disco, 5061.243667071491, 90.50209, 2590.895265318272, 123.046875
disco, 6405.67828043431, 69.97128, 3078.4715203424153, 135.99917763157896
disco, 5520.260613036543, 78.28395, 2565.721387688884, 112.34714673913044
disco, 4398.119267510151, 107.495964, 2108.2221109107227, 129.19921875
disco, 3815.532045297999, 124.19493, 1755.0626026809584, 89.10290948275862
disco, 4163.010995957801, 122.61794, 1937.51088284663, 117.45383522727273
disco, 4744.0410994598315, 104.138245, 2218.099825491157, 129.19921875
disco, 4829.1746913971865, 106.83238, 2280.0273192565046, 123.046875
disco, 4249.843262851653, 116.97426, 1974.5076873650016, 129.19921875
disco, 5583.144893779002, 87.6401, 2549.269756774819, 123.046875
disco, 4919.995513703596, 81.93319, 2387.679352105525, 107.666015625
disco, 5856.390083472303, 70.33154, 2583.5803998593105, 129.19921875
disco, 4947.807152697216, 93.94434, 2144.8670789271628, 123.046875
disco, 4363.138220979554, 105.61095, 1887.0062144326305, 129.19921875
disco, 5114.010839617169, 96.703575, 2492.5900128312974, 135.99917763157896
disco, 5183.456668720998, 92.46262, 2541.8943744344933, 99.38401442307692
disco, 6131.50048488254, 77.85465, 2956.079112286355, 107.666015625
disco, 4516.06060125435, 114.235756, 1931.0406859349837, 107.666015625
disco, 5184.522503987819, 97.613686, 2449.2386358180383, 107.666015625
disco, 6001.635119090777, 79.2504, 2809.0680167308506, 112.34714673913044
disco, 5470.108067629785, 67.26243, 2902.9084645115763, 135.99917763157896
disco, 5925.935834632395, 82.22649, 2847.3774256059246, 112.34714673913044
disco, 5546.0321767147625, 86.80334, 2648.809544128405, 112.34714673913044
disco, 5775.486525250145, 86.314156, 2690.503166212552, 135.99917763157896
disco, 4557.353391005656, 103.34938, 2251.7610160342965, 129.19921875
disco, 4945.325754966648, 97.001236, 2309.274600517877, 117.45383522727273
disco, 4882.1333812173725, 103.43044, 2218.89166415782, 129.19921875
disco, 5038.586340813515, 97.93247, 2292.343238495662, 123.046875
hiphop, 5475.470551315981, 84.780525, 2668.0004395576575, 117.45383522727273
hiphop, 5528.454221650232, 49.593636, 2808.925771808581, 92.28515625
hiphop, 3095.0940196309457, 132.37215, 1490.683575771141, 99.38401442307692
hiphop, 5125.735027552204, 80.84724, 2492.954722767297, 92.28515625
hiphop, 5060.011295044229, 71.62643, 2372.6884690482993, 95.703125
hiphop, 5794.946345707656, 81.97666, 2709.1715224983186, 143.5546875
hiphop, 6048.0988752537705, 63.92967, 2858.1926146109095, 99.38401442307692
hiphop, 4553.073396262326, 103.04962, 2047.1754195666026, 123.046875
hiphop, 5754.494566596578, 55.170074, 3070.837758466109, 172.265625
hiphop, 4792.170223227233, 94.2148, 2200.1104645288874, 103.359375
hiphop, 4663.012638667344, 94.84827, 2284.341189135125, 95.703125
hiphop, 4581.942543684745, 104.603294, 2095.4936844516546, 135.99917763157896
hiphop, 4277.396769866589, 112.4042, 1976.8724759558752, 99.38401442307692
hiphop, 3626.8209152044665, 141.7129, 1798.6768468891007, 103.359375
hiphop, 4774.86705381743, 91.1179, 2436.5700963303734, 135.99917763157896
hiphop, 5283.620203288138, 94.720695, 2397.144331633838, 99.38401442307692
hiphop, 4919.146176225348, 77.38236, 2432.633895056764, 99.38401442307692
hiphop, 4956.067376015081, 98.390625, 2145.045444983045, 99.38401442307692
hiphop, 5366.388973227233, 68.488365, 2677.2014312905194, 143.5546875
hiphop, 5255.716969076276, 88.22647, 2470.3099575217398, 135.99917763157896
hiphop, 5267.091429814385, 50.57139, 2678.1366851461185, 117.45383522727273
hiphop, 4987.576131090487, 94.36548, 2405.830496426096, 103.359375
hiphop, 4603.509054161833, 110.216705, 2025.6497618309727, 99.38401442307692
hiphop, 4728.4366050065255, 101.193695, 2240.2899872227676, 95.703125
hiphop, 4926.498774198811, 86.30365, 2517.7936351466747, 103.359375
hiphop, 4814.935798379495, 93.38643, 2305.154160219727, 107.666015625
hiphop, 7021.890286786841, 30.651878, 3460.24289862119, 103.359375
hiphop, 5633.429340662317, 76.75423, 2639.343177690068, 92.28515625
hiphop, 5745.168508011891, 67.73527, 2774.064292349821, 117.45383522727273
hiphop, 6389.138429974198, 57.15118, 3127.2664007991543, 123.046875
hiphop, 7642.421897658062, 43.71672, 3725.230349312218, 89.10290948275862
hiphop, 6779.025674825852, 60.825592, 3084.823804546642, 99.38401442307692
hiphop, 4529.893202670785, 90.56765, 2145.890945678912, 99.38401442307692
hiphop, 6169.817589393029, 59.70142, 2987.6879685185945, 99.38401442307692
hiphop, 6355.537277747845, 53.15753, 3191.9170162946484, 99.38401442307692
hiphop, 6197.057852909483, 64.227585, 2827.4503871683432, 112.34714673913044
hiphop, 5804.4461891867895, 40.829613, 2967.147962166956, 117.45383522727273
hiphop, 7074.1874001242895, 30.268179, 3785.438539628473, 143.5546875
hiphop, 4416.6801868785515, 72.13108, 2208.65791984026, 92.28515625
hiphop, 5976.55684037642, 77.27129, 2693.217660121341, 95.703125
hiphop, 5319.8186146129265, 95.955444, 2457.2400884546137, 161.4990234375
hiphop, 5555.2972412109375, 68.31946, 2702.6536727978196, 92.28515625
hiphop, 6007.0540549538355, 48.89044, 2896.950312515822, 92.28515625
hiphop, 3875.1690673828125, 113.06958, 1846.32383638541, 89.10290948275862
hiphop, 4457.421985973011, 79.90777, 2507.355264123504, 117.45383522727273
hiphop, 5976.55684037642, 77.27129, 2693.217660121341, 95.703125
hiphop, 5000.432768996519, 91.01366, 2306.8910596071332, 95.703125
hiphop, 7337.784528621664, 52.78695, 3235.5558089909523, 95.703125
hiphop, 5395.29142800174, 79.35381, 2345.299206046104, 95.703125
hiphop, 6683.5781725819315, 41.58716, 3085.556031555025, 135.99917763157896
hiphop, 3618.5440382105567, 110.12894, 1683.4272327515525, 99.38401442307692
hiphop, 5294.528361097013, 73.10555, 2500.467553526264, 107.666015625
hiphop, 5859.520974568591, 81.55766, 2595.994967867747, 103.359375
hiphop, 7003.6118651210845, 66.675064, 3079.2339737601815, 107.666015625
hiphop, 7619.44815155525, 64.03617, 3258.307248271105, 112.34714673913044
hiphop, 3552.329022259281, 104.06318, 1735.1780888053472, 107.666015625
hiphop, 5177.219867042489, 72.41138, 2355.838782301562, 99.38401442307692
hiphop, 3890.7900073412125, 87.05368, 1811.510320100113, 143.5546875
hiphop, 5211.751264319895, 63.054916, 2677.746993460678, 172.265625
hiphop, 4219.933260676479, 93.95369, 1949.4353476261645, 92.28515625
hiphop, 3685.6916600203017, 92.79628, 1717.3394378748421, 184.5703125
hiphop, 3806.439138177929, 95.79218, 1811.681664691942, 184.5703125
hiphop, 4929.937758301914, 73.39045, 2448.908553270967, 92.28515625
hiphop, 5320.449807859629, 71.11213, 2671.1443441180336, 95.703125
hiphop, 5273.794534422129, 69.9665, 2429.7567970045075, 86.1328125
hiphop, 5314.679309110354, 77.09097, 2447.017199907088, 95.703125
hiphop, 4816.043267836427, 89.09961, 2245.0676185562293, 92.28515625
hiphop, 6668.173522241154, 58.725624, 3053.843913876604, 95.703125
hiphop, 5683.4499845925175, 74.913, 2544.7011695771357, 95.703125
